Blue (Band 2),Green (Band 3),Red (Band 4),NIR (Band 5),SWIR (Band 6),SWIR (Band 7),class_id
10844,12803,14847,18561,20836,19490,5
10917,12924,15024,18581,20755,19512,5
10760,12718,14751,18363,20832,19598,5
11051,13006,15181,18686,21033,19710,5
11296,13553,15774,19164,21207,19774,5
11102,13429,15606,19235,21397,20082,5
11126,13209,15369,18882,21315,19876,5
10926,12926,14995,18578,21035,18845,5
10935,12761,14795,19035,21261,17958,5
10975,12868,14888,19167,21633,18041,5
10791,12707,14577,18470,21009,17745,5
10678,12609,14545,18341,20532,17627,5
10882,12879,14925,18892,20638,17723,5
8994,9836,10321,12841,12988,11364,5
9001,9839,10516,12742,12891,11416,5
9402,10406,11449,14065,14210,12516,5
9513,10669,11834,14616,15080,13074,5
9611,10734,11974,14384,15091,13344,5
9813,10986,12278,14405,15140,13710,5
9882,11056,12351,14450,14916,13664,5
9185,10267,11130,13586,13907,12367,5
9515,10562,11595,13482,13549,12560,5
9960,11278,12568,14648,15020,13730,5
10252,11505,13062,15406,15932,14305,5
10070,11419,13000,15665,16273,14162,5
10331,11667,13283,15816,16450,14525,5
10356,11657,13265,15912,16612,14633,5
9909,11024,12048,16143,16294,13698,3
9990,11342,12668,15846,16672,14226,3
9770,10916,12012,15218,15546,13301,3
8865,9893,10078,10769,10813,9933,3
8249,8884,8600,8404,7853,8104,3
8228,8860,8592,8381,8254,8067,3
8224,8843,8562,8356,8249,8072,3
8232,8854,8572,8393,8264,8094,3
8286,8884,8639,8504,8270,8135,3
8314,8975,8742,8896,8705,8381,3
8509,9369,9204,10072,9368,8948,3
8506,9460,9410,10347,9861,9047,3
9325,10352,10881,13244,12536,11077,3
9902,11382,12571,16121,16274,14028,3
9827,11397,12237,15712,15186,13757,1
10172,11543,12684,15421,15592,14005,1
10654,12835,13976,15751,17072,15716,1
11628,12969,14140,16893,17471,16133,1
10648,12071,12575,15500,16283,15274,1
10702,11856,12442,14182,15342,14622,1
10845,12386,13187,15475,16562,15178,1
11683,13290,14480,16665,17603,16272,1
11891,13559,14642,16585,17732,16532,1
12223,13757,14861,17081,18066,16598,1
11400,13750,15099,17006,17960,16605,1
11490,14415,15759,17584,18936,17222,1
12960,14239,16143,18766,19224,17775,1
12051,13861,15153,17320,18690,17420,1
12532,14253,15715,17758,18780,17335,1
10556,12651,14701,18708,20942,19616,5
11017,13256,15405,19053,21215,20048,5
11254,13480,15802,19218,22186,20974,5
11215,13847,16336,19543,22064,21019,5
11029,13243,15683,19216,21957,20268,5
10312,12195,13979,18043,19893,17976,5
10351,12289,14185,18465,20293,17868,5
10173,11948,13649,18072,20048,17303,5
9874,11722,13281,18073,18339,16067,5
10641,12779,14858,18961,20745,18799,5
10908,13275,15575,19327,21902,20567,5
10764,12870,14943,18915,21382,19799,5
10525,12467,14460,18854,20617,18259,5
10591,12407,14362,18949,21854,17958,5
10440,12252,14238,18923,21428,17600,5
10425,12167,14023,18535,21348,17655,5
10363,12179,14045,18430,20823,17680,5
10301,12132,14082,18616,20789,17487,5
10555,12400,14393,19057,21660,18135,5
10586,12409,14319,18790,21815,18058,5
10446,12148,13925,18500,21019,17527,5
10538,12428,14497,18970,21792,18148,5
10395,12256,14282,18826,21507,17921,5
10647,12602,14498,19110,21546,18165,5
10652,12569,14309,19224,21075,17807,5
11019,13142,15352,19168,22205,19952,5
11020,13202,15417,18958,22621,21710,5
11020,13180,15519,19180,22932,21927,5
10967,12994,15240,18869,22602,21566,5
11139,13336,15653,18975,22444,21498,5
11119,13364,15654,19058,22039,20971,5
11067,13180,15426,18808,22119,20989,5
10824,12701,14711,18348,21505,20348,5
10627,12542,14548,18573,20947,19516,5
11076,13450,15923,19803,22499,21173,5
11148,13192,15447,19360,22375,20168,5
10332,12197,14111,18069,20483,17698,5
9972,11444,12990,17501,19043,15741,5
9900,11340,12660,16585,19235,15981,5
10046,11676,13427,17836,19560,16464,5
10382,12247,14091,18479,21031,17745,5
10485,12241,14159,18682,21777,17880,5
10540,12366,14375,19092,21863,17765,5
10396,12132,13939,18613,21453,17612,5
10153,11749,13324,17919,20329,16744,5
10274,12170,14086,18718,20397,17469,5
10796,12876,15117,19739,22022,19111,5
10765,12806,14952,19442,21883,19124,5
10528,12496,14568,19177,21378,18502,5
10574,12501,14542,19488,21232,18147,5
10603,12578,14518,19359,21030,18242,5
10557,12529,14463,19460,20845,18126,5
10562,12567,14642,19320,21308,18394,5
10520,12478,14520,19034,21126,18328,5
10504,12398,14286,18725,21240,18523,5
10784,12739,14716,19153,21198,17838,5
10803,12736,14774,19061,21333,17682,5
10753,12644,14631,18852,21232,17544,5
10836,12700,14679,18947,21260,17539,5
10785,12651,14635,18930,21143,17461,5
10660,12545,14439,18492,20793,17364,5
10693,12523,14395,18426,20825,17436,5
10744,12576,14522,18582,21087,17414,5
10877,12742,14763,18897,21308,17578,5
10819,12756,14705,18810,20988,17588,5
10660,12514,14409,18808,20408,17055,5
10607,12449,14275,18903,20142,17687,5
10959,12859,14751,18733,20332,18562,5
11212,13222,15380,19100,21162,19619,5
11217,13281,15533,18952,21321,19953,5
10883,12960,14999,18746,21096,19590,5
11133,13123,15367,18952,21545,20135,5
11102,13145,15393,18885,21481,20131,5
11004,13070,15210,19151,21063,19542,5
11036,13056,15147,18887,20943,19506,5
10726,12707,14760,18358,20889,19633,5
10836,12759,14872,18548,21108,19784,5
10999,13042,15207,18884,21256,19836,5
10917,12806,14898,18733,20609,18952,5
10693,12656,14658,18241,20442,19072,5
11013,13132,15285,18709,20777,19401,5
11196,13348,15473,18876,21118,19605,5
11278,13477,15752,19329,21391,19993,5
10781,12731,14738,18435,20617,18461,5
10818,12676,14672,18850,21234,17877,5
10722,12573,14538,18897,21122,17412,5
10744,12484,14391,18427,21105,17515,5
10784,12571,14527,18595,21096,17593,5
10712,12532,14380,18442,20913,17797,5
10672,12717,14730,18841,20521,17638,5
9691,10933,12127,14864,15337,13326,5
9689,10820,11983,14428,15020,13375,5
9749,10926,12100,14219,14801,13419,5
9652,10747,11913,14143,14541,13065,5
9335,10394,11311,13537,13764,12446,5
9850,11057,12356,14265,14440,13231,5
10328,11720,13314,15294,15686,14449,5
10230,11634,13150,15753,16596,14677,5
10303,11785,13291,15779,16548,14650,5
10484,11851,13538,15791,16285,14602,5
9586,10855,11367,16306,16068,13122,3
9469,10525,10994,13411,14008,12425,3
9060,9898,9842,10568,10914,10395,3
8489,9278,8993,8902,9212,8957,3
8270,8872,8597,8410,8272,8065,3
8250,8856,8577,8387,8251,8070,3
8232,8830,8577,8384,8263,8083,3
8270,8868,8663,8523,8392,8198,3
8427,9254,9157,9799,9813,9221,3
8813,9706,9734,12416,11952,10527,3
9303,10645,11122,14821,14709,12510,3
9319,10064,10281,12045,11890,11419,3
9470,10520,10791,13018,13964,12701,3
10531,12016,13211,15866,17634,16104,3
10722,12597,13686,15702,16383,15328,1
10596,12771,13986,16171,16820,15522,1
12240,13957,15343,17340,18388,17041,1
12605,14539,15714,17556,18488,17195,1
11288,12696,14005,15806,16601,15381,1
10848,12563,13521,14981,16318,15316,1
12037,13678,14891,16779,18427,17087,1
12473,13441,14682,17127,18166,16834,1
12320,14101,15220,17308,18096,16935,1
11907,13662,14789,17007,18339,16816,1
11433,13933,15107,17108,17992,17079,1
11987,13581,14696,17163,18676,17437,1
12442,13882,15043,17317,18580,17515,1
12766,14901,16206,18203,19609,18330,1
12581,14284,15654,17728,19143,17512,1
8965,10534,10987,18318,16319,13328,2
8941,10449,10499,19020,15863,12558,2
8821,10313,10268,19340,15324,12171,2
8823,10286,10274,19037,15034,11920,2
8758,10262,10433,18128,15250,12435,2
8832,10262,10793,17806,14211,11678,2
10447,12626,14619,18716,20482,18918,5
11044,13231,15531,19395,21432,19504,5
11224,13307,15175,19116,21634,19802,5
10803,13123,15283,19339,20615,18994,5
10246,12034,13664,18096,19955,17599,5
10407,12398,14403,18614,20465,18084,5
10149,11940,13806,18373,19970,17072,5
10197,11928,13638,18191,20140,17000,5
10359,12376,14291,18533,20686,18258,5
10665,12886,14950,18747,21184,19772,5
10493,12496,14459,18511,20849,19313,5
10641,12607,14516,18503,21194,19421,5
10440,12212,14032,18518,20516,17605,5
10491,12260,14027,18656,20857,17857,5
10624,12580,14602,18852,21278,18340,5
10623,12450,14340,18922,21048,17954,5
10544,12457,14172,19096,21282,18072,5
10768,12860,14897,19319,21893,18903,5
10759,12601,14555,18873,21579,18774,5
10792,12649,14625,18873,21342,18610,5
10763,12687,14698,19186,21506,18854,5
10560,12539,14469,19072,21174,18161,5
10515,12489,14317,19256,21254,17838,5
11039,13011,14945,19811,21720,18309,5
11217,13248,15112,19337,22000,19423,5
11043,13373,15759,19287,22456,21209,5
10838,13057,15364,18875,22306,21315,5
10841,12970,15286,18809,22336,21329,5
11247,13574,15995,19410,22652,21641,5
11420,13760,16252,19683,22729,21594,5
11237,13477,15869,19250,22604,21586,5
10913,13021,15293,18726,22009,21020,5
10782,12794,14759,18592,21443,20085,5
11032,13121,15237,19070,22017,20666,5
10773,12983,15066,18828,21007,19436,5
10424,12202,14033,18210,20753,18135,5
10376,12292,14103,18709,20373,17643,5
10308,12105,14038,18574,20918,17673,5
10426,12235,14126,18462,21208,17924,5
10394,12250,14174,18512,21271,17963,5
10577,12474,14465,19002,21978,18102,5
10611,12470,14510,19220,22142,18084,5
10464,12345,14312,18971,21831,17859,5
10262,12093,13949,18728,20928,17312,5
10453,12428,14319,19026,21302,18515,5
10786,12929,15155,19724,21941,19347,5
10735,12736,14973,19385,21904,19335,5
10637,12634,14790,19292,21775,19078,5
10649,12670,14707,19731,21306,18332,5
10622,12601,14540,19574,20953,18108,5
10466,12451,14364,19334,20825,17750,5
10344,12246,14177,19234,20375,17247,5
10389,12305,14203,18776,20785,17871,5
10270,12167,13992,18622,19277,16865,5
10743,12702,14589,19068,20987,17675,5
10832,12724,14721,18838,21363,17820,5
10888,12822,14845,18807,21384,17889,5
10788,12695,14670,18667,21095,17686,5
10802,12743,14700,18917,21103,17673,5
10729,12621,14519,18609,20985,17586,5
10669,12513,14390,18568,20772,17390,5
10811,12676,14657,18654,21183,17564,5
10849,12764,14778,18749,21342,17696,5
10946,12870,14891,19111,21322,17873,5
10676,12518,14423,18904,20674,17320,5
10554,12394,14214,18925,20121,17894,5
10842,12842,14791,18676,20280,18827,5
11064,13072,15090,18639,20847,19487,5
10998,13029,15185,18726,21171,19884,5
10725,12487,14462,18512,20366,18391,5
10967,12915,15072,18814,21453,19865,5
11063,13036,15309,18889,21682,20391,5
10997,13025,15131,18970,21033,19577,5
11106,13240,15420,19028,21147,19834,5
10953,12929,15051,18625,21309,19912,5
10925,12875,14952,18736,20986,19592,5
11171,13294,15599,19282,21645,20240,5
11385,13745,16005,19492,21574,20317,5
11057,13105,15290,18939,20600,19113,5
11126,13299,15471,18987,21328,19757,5
11219,13207,15481,18793,21429,20114,5
11250,13343,15515,19217,21405,19310,5
10762,12581,14573,18942,21191,17651,5
10709,12541,14462,18845,21103,17434,5
10597,12369,14291,18496,20927,17191,5
10552,12227,14041,18016,20683,17235,5
10629,12362,14227,18252,20744,17285,5
10832,12720,14792,18981,21432,18039,5
10711,12504,14499,18901,20956,17766,5
9440,10539,11554,14287,14475,12679,5
9439,10586,11665,13920,14230,12679,5
10148,11471,13013,14937,15246,13967,5
10316,11794,13441,15718,16211,14687,5
10194,11602,13191,15890,16723,14545,5
10477,11889,13604,15827,16475,14970,5
10471,11905,13783,16404,16715,14808,5
10284,11529,12813,15686,17554,15198,3
11781,13681,14759,16936,18291,16981,1
12418,14650,15954,17661,18926,17415,1
11737,13129,14824,17162,17778,16437,1
11016,12906,13900,15648,16869,15667,1
11532,12992,13740,15291,16222,15399,1
12484,13964,15396,17336,18236,17047,1
10811,12476,13227,16019,17504,15789,1
11694,13126,14799,17090,17428,15987,1
12608,14397,15969,18174,18546,17026,1
12495,14837,16162,18385,20194,18775,1
12960,14979,16392,18737,20072,18726,1
12450,14009,15745,17885,18975,17690,1
12157,14348,15724,17989,19572,17811,1
11777,13531,14780,16705,17904,16692,1
8739,10126,10112,19066,15220,12085,2
8522,9901,9522,20382,14592,11190,2
8503,9912,9557,20259,14759,11286,2
8486,9839,9516,19911,14355,11053,2
8431,9877,9639,19676,14317,11222,2
8810,10426,10748,19225,14837,11864,2
10937,13163,15054,19288,21661,19110,5
10698,12604,14554,18952,21318,18402,5
10623,12473,14128,18645,21081,18321,5
10457,12376,14143,18540,20825,18152,5
10553,12547,14518,18859,20685,18062,5
10369,12286,14059,18453,20259,17725,5
10347,12295,14175,18606,19538,17042,5
10240,11942,13708,18488,19564,16885,5
10511,12255,13974,18356,20348,18068,5
10439,12397,14067,18581,19959,18182,5
10446,12299,14140,18421,20423,18417,5
10482,12358,14157,18486,20671,18439,5
10628,12609,14594,18834,21259,19102,5
10695,12675,14656,18872,21509,19178,5
10296,12106,13807,18663,20270,17547,5
10250,11913,13712,18530,20513,17163,5
10696,12705,14746,18807,21679,19452,5
10711,12867,14965,18862,21315,19651,5
11149,13449,15635,19376,22190,20639,5
11178,13719,16230,19737,22788,21675,5
10520,12565,14648,18930,20982,19387,5
10481,12427,14103,18900,20973,18023,5
10888,13050,14887,19640,21217,17854,5
10780,12831,14792,19513,21246,17966,5
10803,12824,14856,19156,21700,19539,5
10762,12732,14783,18642,21822,19950,5
10700,12768,14835,18734,21463,19504,5
11102,13264,15502,19426,22492,20534,5
11149,13368,15585,19175,22468,20889,5
10992,13195,15476,19209,22170,20551,5
10988,13088,15360,19108,22337,20784,5
10786,12756,14891,18835,21568,19343,5
10560,12411,14404,18535,20665,18324,5
10842,12906,14974,18971,21793,19906,5
10695,12717,14772,19025,21548,18717,5
10592,12403,14318,18652,21528,18133,5
10556,12411,14290,18565,21807,18496,5
10437,12248,14114,18544,21295,17889,5
10423,12177,14041,18595,21130,17700,5
10644,12533,14609,19083,22183,18339,5
10616,12483,14550,19110,22076,18060,5
10546,12377,14369,18935,21919,17971,5
10352,12128,13931,18479,21307,17448,5
10318,12074,13852,18771,20062,17190,5
10628,12606,14569,19267,21279,18845,5
10681,12642,14813,19363,21621,19114,5
10566,12448,14514,19196,21462,18728,5
10772,12786,14808,19902,21467,18251,5
10660,12649,14637,19526,21261,18298,5
10307,12125,14008,19223,20163,16571,5
10072,11746,13326,18870,19599,15827,5
10199,12015,13773,18792,20309,16828,5
10371,12188,13953,18672,20242,17273,5
10828,12720,14684,19028,21221,17681,5
10873,12834,14876,19083,21605,17800,5
10941,12881,14925,18875,21483,17875,5
10675,12529,14393,18337,20558,17496,5
10825,12747,14719,18688,21155,17770,5
10769,12674,14595,18623,20923,17570,5
10699,12502,14366,18561,20772,17384,5
10822,12746,14740,18925,21403,17662,5
10802,12613,14607,18772,21227,17451,5
10806,12691,14671,19113,20929,17521,5
10646,12561,14512,18993,20668,17415,5
10649,12585,14423,18898,20380,18304,5
10940,13011,15033,18864,20795,19434,5
11101,12929,14863,18367,20087,18639,5
10881,12828,14819,18680,21122,19559,5
10942,12880,15054,18761,21066,19282,5
10971,12946,15099,19009,21226,19553,5
11079,13125,15368,18885,21221,19887,5
11042,13166,15344,19157,21106,19465,5
11054,13175,15346,19078,21050,19518,5
10833,12799,14798,18516,20748,19347,5
10712,12574,14498,18443,20578,19187,5
11033,13147,15226,18810,21144,19802,5
11229,13481,15647,19211,21878,20423,5
11170,13228,15408,19122,21761,20287,5
11085,13198,15315,18903,20949,19367,5
10863,13009,15058,18615,21037,19625,5
10941,12800,14780,18765,21056,18699,5
10853,12716,14694,19082,21342,17556,5
10666,12420,14306,18437,20981,17439,5
10604,12377,14211,18254,20796,17338,5
10603,12344,14187,18429,20771,17268,5
10666,12485,14416,18500,20929,17599,5
10859,12728,14817,18908,21421,18002,5
11079,13115,15388,19766,21855,18235,5
10220,11635,13225,15595,16069,14372,5
10219,11701,13389,16115,17089,14752,5
10139,11622,13165,16087,17321,14782,5
10442,11853,13717,16207,16705,14954,5
11857,14000,15066,17232,19451,17807,1
11638,14062,15422,17419,18500,17054,1
11433,12686,13713,16558,16297,15096,1
11081,12616,13763,16286,16832,15365,1
11564,12788,13769,15601,16808,15825,1
12667,14228,15801,17959,18599,17575,1
11348,13508,14016,15383,16954,15437,1
12767,14364,15504,17198,17379,15930,1
12926,14385,15690,17726,19026,17398,1
12697,15097,16176,18452,20444,18757,1
13366,15049,16896,18986,19651,17969,1
13370,14850,15913,18128,19056,17790,1
11101,13412,14539,16774,17751,16589,1
11964,13399,14455,16370,17936,16655,1
10820,13261,13944,17580,18026,16462,1
8663,9975,9767,19741,14627,11351,2
8397,9683,9202,20631,13986,10610,2
8327,9620,9166,20591,13835,10496,2
8300,9578,9089,20893,13708,10369,2
8257,9645,9031,21699,13673,10323,2
8642,10129,10089,19635,14467,11428,2
10393,12198,14003,18549,20965,17737,5
10533,12367,14324,18579,21470,18249,5
10639,12572,14532,18601,21329,18503,5
10905,13143,15294,19131,21622,19488,5
10886,13072,15286,19276,21406,19448,5
10805,12896,14947,19191,21176,19164,5
10710,12916,14884,19112,21202,19601,5
10844,13150,15339,19234,21322,19891,5
10634,12706,14653,18907,20308,18779,5
10534,12594,14587,18701,21506,19593,5
10528,12512,14588,18704,21620,19612,5
10698,12767,14895,19002,21715,19763,5
10637,12754,14850,18994,21703,19537,5
10383,12200,13989,18735,20841,17745,5
10329,12183,14028,18654,21048,17583,5
10863,13044,15243,19095,21807,20063,5
10737,12809,14875,18958,21161,19447,5
11429,13993,16554,20081,22775,21551,5
11160,13566,16100,19755,23290,22081,5
10667,12867,15085,18815,22137,21003,5
10318,12163,13991,18605,20587,17571,5
10435,12235,14029,18847,20460,17165,5
10456,12362,14133,18779,20256,17309,5
10486,12500,14294,18979,20462,17968,5
10501,12332,14326,18677,21055,18212,5
10623,12423,14377,18912,21282,18310,5
10870,12952,15144,19294,22042,19436,5
10814,12608,14575,19003,21426,19011,5
11144,13037,15107,19357,22401,19849,5
10937,12948,15005,19023,21684,19528,5
10625,12392,14314,18622,20759,17791,5
10313,11864,13346,18002,19713,16877,5
10953,13112,15312,19122,21753,19842,5
10697,12634,14651,18904,21749,19069,5
10550,12360,14264,18471,21514,18397,5
10709,12692,14764,18817,21954,19262,5
10619,12470,14392,18899,21681,18419,5
10533,12426,14299,18647,21508,18157,5
10632,12543,14446,18958,21700,18354,5
10465,12337,14237,18775,21535,17964,5
10433,12257,14128,18677,21217,17520,5
10257,12121,14003,18619,20582,16930,5
10175,11921,13369,18406,19547,16707,5
10682,12737,14894,19494,21641,19078,5
10803,12830,15079,19734,22367,19626,5
10452,12211,14138,19116,21581,18737,5
10830,12925,15124,20070,21607,18568,5
10766,12791,14871,19656,21470,18393,5
10619,12546,14426,19192,20416,17449,5
10266,12084,13970,18858,20486,16840,5
10178,11952,13805,18645,20062,16419,5
10364,12349,14334,18601,20610,17618,5
10823,12692,14653,18936,21343,17719,5
10828,12707,14755,18923,21524,17604,5
10788,12605,14636,18664,21159,17318,5
10624,12386,14231,18240,20611,17166,5
10682,12540,14433,18514,20844,17553,5
10735,12613,14511,18724,20721,17362,5
10741,12662,14548,18650,20898,17392,5
10724,12570,14514,18808,21160,17280,5
10804,12637,14655,18993,21274,17266,5
10717,12571,14487,18909,20867,17270,5
10613,12538,14454,18971,20507,17241,5
10827,12754,14717,19094,20405,17717,5
11064,13124,15080,18897,20467,18884,5
11105,12998,15013,18752,19979,18582,5
11120,13312,15478,19114,21352,19916,5
11054,13168,15334,18980,21217,19738,5
11097,13208,15384,19306,21010,19302,5
11239,13452,15659,19511,20957,19249,5
11106,13304,15428,19311,20749,18939,5
10952,12951,15026,18852,20732,19124,5
10690,12471,14442,18126,20531,19077,5
10554,12334,14146,17901,20066,18542,5
10885,12910,14985,18610,20827,19350,5
10977,13065,15176,18757,21144,19668,5
10817,12825,14892,18635,20816,19290,5
