Blue (Band 2),Green (Band 3),Red (Band 4),NIR (Band 5),SWIR (Band 6),SWIR (Band 7),class_id
9856,11357,12801,16649,18848,15476,5
9856,11369,12954,16959,19328,15774,5
9928,11509,13223,17378,19899,16193,5
10340,12210,14187,18310,20757,17579,5
10644,12539,14594,18934,22039,18564,5
10522,12345,14368,18822,21841,18149,5
10543,12412,14427,18690,21877,18290,5
10348,12122,13963,18491,20955,17513,5
10377,12139,14001,18576,21115,17613,5
10478,12269,14195,18766,21877,17966,5
10410,12173,14100,18749,21938,17914,5
10481,12251,14156,18848,22089,18047,5
10407,12216,14061,18652,21619,18030,5
10378,12213,14068,18687,21511,17867,5
10459,12245,14024,18699,21562,17619,5
10416,12167,13971,18431,21558,17682,5
10408,12150,13957,18293,21364,17838,5
10481,12161,14032,18447,21614,17840,5
10748,12548,14609,18257,20722,19181,5
10786,12608,14596,18178,20742,19210,5
10904,12850,15044,18435,20991,19606,5
10704,12694,14783,18346,20461,18913,5
10742,12654,14591,18378,20093,18451,5
11206,13300,15418,19040,21203,19560,5
11289,13459,15500,19093,20888,19119,5
11028,13203,15254,18803,21069,19623,5
10916,13044,15210,18738,21294,19902,5
10905,12873,14978,18996,21351,18625,5
11099,13122,15249,19482,22017,18412,5
11018,12916,14963,19121,21617,18109,5
10843,12775,14805,19098,20895,17639,5
10778,12693,14698,19231,20668,17344,5
10728,12628,14650,19286,20664,17277,5
10630,12497,14464,19156,20615,17191,5
10719,12267,13898,16176,17878,16347,5
10706,12203,13723,16108,17775,16237,5
10620,12140,13759,16103,17747,16049,5
10664,12219,13895,16199,17840,16126,5
10627,12206,14052,16792,18353,16270,5
10582,12196,13929,16924,18561,16376,5
10701,12265,14064,17118,18728,16376,5
10376,11890,13422,17215,18402,15316,5
9926,11361,12462,16607,17167,14074,5
9797,11091,12083,15681,16198,13608,5
9734,10996,12087,15133,15592,13456,5
9796,11044,12193,15179,15745,13724,5
9990,11162,12381,14725,15646,14181,5
10084,11341,12598,14582,15605,14380,5
9903,11101,12412,14477,14943,13688,5
9863,11015,12126,14830,16100,14187,5
9533,10602,11594,14225,15191,13367,5
9325,10362,11249,13751,14285,12587,5
9690,10762,11925,14315,15030,13577,5
9523,10596,11714,14277,14851,13122,5
9368,10453,11503,13994,14400,12717,5
9599,10781,11886,14291,15125,13354,5
9750,10884,11959,13943,14379,13166,5
10244,11481,12930,15042,15427,14119,5
10371,11750,13320,15680,16309,14669,5
10272,11496,12656,14827,15995,14685,5
10275,11553,12856,15281,16333,14771,5
10169,11430,12805,15268,15923,14154,5
10374,11769,13355,16027,16681,14640,5
10173,11481,12748,15539,17078,14935,3
10360,11753,13287,16407,17389,15273,3
9364,10646,11290,13073,13883,12049,3
8390,9070,8773,8836,8386,8341,3
8204,9061,8704,9246,8715,8283,3
8470,9710,9752,14429,12295,10664,3
10247,11826,12985,17127,16212,14392,3
10091,11640,12673,15708,15777,14377,3
10225,11676,12837,15775,16277,14897,3
9990,11392,12491,16197,15819,14156,3
9748,11130,11878,16110,15447,13497,3
10364,11964,13525,17553,17121,15322,3
9425,10648,11367,16081,14861,12691,3
9997,11142,12115,14892,15921,14332,3
11263,13319,13956,15909,17506,16189,1
11758,13183,14462,16790,17246,15942,1
12156,13592,14535,16010,16902,15550,1
11445,13749,15116,16854,17873,17161,1
10796,13081,14217,16008,17074,15847,1
10308,12023,13685,18098,20701,17343,5
10331,12198,14018,18373,20410,17594,5
10433,12293,14185,18528,20946,18244,5
10475,12292,14074,18594,20485,17656,5
10461,12241,14086,18829,21134,17667,5
10500,12325,14267,18859,21631,18076,5
10456,12325,14299,18754,21412,17893,5
10480,12336,14351,18672,21531,18035,5
10492,12324,14291,18570,21452,17980,5
10473,12307,14214,18498,21299,17988,5
10281,12064,13810,18412,20451,17377,5
10514,12465,14434,18997,21406,17981,5
10511,12432,14382,18718,21273,18125,5
10259,12076,13766,18323,20016,17197,5
10192,12054,13790,18552,19790,16820,5
10324,12150,14001,18262,21007,17553,5
10390,12360,14150,18262,20795,17826,5
10305,12271,14227,18370,20687,17807,5
10381,12366,14372,18936,21388,17974,5
10474,12311,14304,19036,21807,17991,5
10641,12456,14513,19249,22092,18070,5
10439,12112,13905,18747,21096,17321,5
10391,12198,14192,18927,20966,17573,5
10549,12485,14589,19488,22070,18183,5
10501,12242,14263,19080,21236,17692,5
10454,12173,14015,18530,20821,17548,5
10478,12089,13883,18161,21131,18089,5
10644,12447,14452,18422,21728,19581,5
10567,12501,14534,18363,21558,20170,5
10709,12810,15093,18841,21200,19982,5
10618,12642,14713,18446,21869,20086,5
10328,11976,13820,18115,20840,17621,5
10357,12066,13883,18572,20965,17291,5
10345,12116,13964,18312,20778,17616,5
10294,12149,14072,18673,20678,17541,5
9950,11633,13315,18070,19794,16352,5
9871,11427,13125,17476,19574,15708,5
9886,11395,13000,17058,19305,15847,5
9932,11437,13031,16615,19733,16275,5
9842,11368,13034,16840,19482,15917,5
10027,11572,13349,17388,20182,16499,5
10435,12344,14433,18872,21592,18058,5
10590,12442,14565,19068,22037,18320,5
10431,12224,14228,18740,21462,17835,5
10421,12253,14188,18908,21463,17759,5
10419,12144,14047,18521,21428,17636,5
10464,12254,14069,18671,21456,17616,5
10497,12284,14211,18875,22053,18006,5
10401,12185,14053,18986,21754,17717,5
10403,12204,14091,18746,21584,17789,5
10434,12271,14113,18601,21532,18049,5
10436,12235,14092,18688,21306,17591,5
10451,12277,14200,18507,21292,17900,5
10415,12228,14079,18372,21028,17760,5
10178,11897,13611,18005,20476,17214,5
10829,12677,14698,18821,21193,17449,5
10829,12770,14803,18987,21248,17544,5
10774,12719,14764,18927,20996,17403,5
10763,12695,14695,19046,20890,17375,5
10912,12883,14948,19246,21098,17706,5
10978,13057,15122,19190,20899,18344,5
10850,13047,15200,18906,20827,19358,5
10521,12630,14646,18340,20458,18730,5
10496,12306,14018,17902,19537,17717,5
10952,12978,15102,18835,20752,18964,5
11163,13455,15733,19371,21360,19768,5
10989,13057,15180,18675,20955,19522,5
10762,12612,14653,18167,20832,19518,5
10651,12480,14422,18141,20614,19205,5
10778,12589,14623,18117,20546,19176,5
10786,12683,14688,18083,20247,18817,5
10457,12291,13964,18204,19325,17639,5
10612,12289,14323,18477,19914,17894,5
11165,13232,15500,19010,20876,19361,5
11355,13496,15675,19330,21054,19439,5
11078,13108,15262,18852,21026,19534,5
10767,12785,14882,18444,21008,19607,5
10838,12824,14874,18695,21098,18789,5
10952,12885,15003,19357,21707,18120,5
11043,12926,15022,19484,21792,17982,5
10786,12692,14693,19034,21143,17664,5
10598,12500,14381,18964,20213,16888,5
10691,12541,14534,19106,20264,16858,5
10757,12582,14674,19347,20733,17209,5
10642,12166,13671,16162,18251,16532,5
10430,11877,13433,15947,17789,15993,5
10437,11812,13171,15469,17237,15702,5
10608,12111,13715,15878,17327,15933,5
10605,12229,14087,16801,18064,16220,5
10378,11881,13507,16710,18121,15801,5
10297,11763,13102,16312,17548,15304,5
10210,11720,12900,16859,17862,14928,5
9989,11261,12663,15679,16976,14615,5
9553,10622,11679,14111,14916,13212,5
9284,10176,11122,13397,14115,12576,5
9004,10109,10915,13238,13639,12075,5
9680,10722,11820,14018,14986,13682,5
9760,10971,12044,14541,15450,14141,5
9348,10475,11516,14127,14723,12895,5
9534,10647,11727,14019,14536,12958,5
9850,10960,12146,14125,14382,13115,5
10112,11516,12937,15116,15498,14013,5
10319,11647,13173,15577,16427,14790,5
10155,11387,12668,14987,16111,14621,5
10171,11367,12670,15151,15931,14416,5
10232,11649,13167,15539,16099,14332,5
10413,11783,13426,16123,16702,14636,5
10364,11925,13569,16653,17607,15208,3
10178,11470,12953,16055,17073,14619,3
10105,11210,12576,15602,16376,14298,3
8901,9880,10033,11181,11738,10564,3
8279,8800,8547,8111,7765,7807,3
8313,9046,8767,9349,8972,8530,3
8729,9996,10306,14304,12645,11156,3
10155,12193,12836,18293,16909,14976,3
11504,13178,14558,16313,16458,15618,3
10737,12381,13640,15424,16283,15543,3
10563,12233,13537,16802,17504,16400,3
10478,12213,13100,17338,17647,16168,3
11149,12892,14159,18650,18842,17323,3
10751,12096,13653,16816,17968,16585,3
10242,11559,12758,14887,16512,15040,3
11615,13432,14508,16706,17757,15918,1
13346,14105,15798,18737,18063,16660,1
10988,13079,14177,16651,17186,15636,1
11854,13335,14751,16826,17248,16293,1
11702,13239,14436,15745,16533,15953,1
11348,13223,14191,16117,16614,15460,1
11037,13336,14565,16934,17242,16078,1
11500,14144,15010,16682,18119,16944,1
10442,12132,13916,18227,21310,17689,5
10353,12079,13802,18098,20817,17678,5
10429,12424,14449,18544,20902,18626,5
10754,12953,15109,18956,21745,20099,5
10767,12745,14878,18720,21386,19667,5
10620,12632,14693,18999,21118,18455,5
10369,12374,14305,18745,20312,17702,5
10476,12305,14239,18752,21225,17717,5
10490,12381,14374,18751,21574,18035,5
10544,12391,14377,18585,21440,18121,5
10458,12283,14194,18596,21117,17792,5
10482,12323,14250,18400,21244,17959,5
10379,12271,14136,18214,20694,17886,5
10435,12248,14086,18451,20751,17811,5
10461,12458,14406,18583,21170,18425,5
10552,12460,14386,18795,21450,18157,5
10200,11893,13520,18016,20424,17079,5
10355,12299,14203,18295,20797,17638,5
10274,12054,13841,18074,20766,17404,5
10330,12102,13856,17993,20374,17235,5
10399,12206,14173,18713,21577,18024,5
10471,12310,14407,19170,21684,17757,5
10436,12264,14322,19049,21346,17429,5
10238,11931,13862,18685,20472,16552,5
10367,12171,14077,18364,21123,17584,5
10530,12313,14287,18908,21499,18036,5
10426,12311,14246,18789,20891,17971,5
10578,12396,14318,18292,20842,18965,5
10699,12583,14658,18419,21893,20592,5
10881,12751,14865,18621,22515,21559,5
11007,13056,15241,18815,22286,21377,5
10593,12475,14356,18093,21024,19887,5
10819,12995,15321,18972,22062,20655,5
10333,12031,13826,18166,21014,18217,5
10294,12049,13925,18669,20900,17348,5
10375,12137,14069,18491,21066,17775,5
10376,12141,14029,18094,21086,17961,5
10216,11932,13733,18258,20662,17157,5
10059,11641,13438,17624,20388,16515,5
9880,11374,12997,17052,19632,15932,5
9876,11336,12901,16374,19492,16158,5
9833,11294,12865,16772,19513,15946,5
9908,11452,13172,17158,20011,16100,5
10135,11737,13458,17822,20705,16959,5
10529,12382,14352,18879,21733,18131,5
10491,12321,14288,18807,21689,17979,5
10365,12131,14041,18561,21503,17600,5
10435,12216,14147,18761,21433,17544,5
10372,12180,14031,18864,21290,17391,5
10402,12186,14006,18786,21557,17565,5
10327,12071,13884,18731,21380,17291,5
10387,12097,13881,18657,21344,17598,5
10481,12294,14190,18664,21614,18224,5
10552,12413,14363,18713,21421,17926,5
10531,12407,14330,18853,21386,17820,5
10525,12407,14389,18737,21262,17989,5
10336,12043,13744,18122,20812,17722,5
10584,12465,14211,18431,20012,17169,5
10604,12524,14320,18239,20229,17579,5
10629,12501,14330,18380,20486,17785,5
10693,12597,14485,18459,20825,17880,5
10789,12730,14674,18698,21142,17745,5
10711,12568,14530,18695,21041,17383,5
10693,12515,14510,18496,21098,17315,5
10740,12604,14616,18600,21196,17491,5
10773,12661,14698,18746,21257,17594,5
10685,12537,14527,18514,20897,17401,5
10743,12659,14633,18726,20802,17446,5
10808,12760,14720,19042,20854,17431,5
10911,12956,14979,19200,20988,18168,5
10667,12710,14708,18603,20553,18848,5
10367,12204,13813,17802,19202,17322,5
10832,12599,14493,18254,19579,17555,5
11354,13461,15857,19410,21325,19885,5
11136,13343,15566,19255,21335,19748,5
10948,12960,15082,18801,21090,19566,5
10577,12390,14257,17923,20400,18968,5
10747,12575,14581,18262,20811,19355,5
10879,12791,14907,18451,20989,19488,5
11012,12970,15189,18572,20913,19291,5
10930,12859,15027,18655,20380,18658,5
10682,12655,14536,18321,20349,18873,5
11304,13461,15730,19185,21545,20161,5
11474,13703,15866,19460,21430,19822,5
11181,13361,15555,19008,21128,19797,5
10822,12908,15054,18577,21154,19765,5
10978,13119,15220,18618,21020,19561,5
10827,12711,14676,18964,21185,17860,5
10897,12828,14809,19489,21518,17661,5
10793,12637,14588,19162,21272,17530,5
10535,12385,14278,18711,19753,16604,5
10387,12240,14033,18594,19487,16156,5
10731,12686,14732,19406,20956,17495,5
10529,12031,13548,16017,17736,15894,5
10536,11981,13507,15705,17208,15787,5
10821,12335,14033,16253,18050,16563,5
9580,10669,11544,14815,15655,13410,5
9307,10291,11125,13473,14276,12627,5
9310,10267,11097,13346,13953,12532,5
9400,10512,11480,13533,14216,12798,5
9766,10916,12230,14352,15169,13683,5
9827,11072,12421,14808,15841,14174,5
9366,10406,11398,14209,14677,12956,5
9458,10561,11515,13701,14160,12817,5
9805,10932,12169,14077,14330,13156,5
10195,11629,13164,15308,15831,14184,5
10252,11654,13180,15754,16773,14783,5
10093,11312,12725,15276,16053,14189,5
10149,11457,12935,15732,16471,14295,5
10362,11853,13573,16181,16708,14596,5
10760,12369,13818,16817,18190,15999,3
10119,11481,12924,16167,16961,14578,3
9668,10843,11816,14563,14738,12798,3
8768,9661,9811,10462,10413,9776,3
8174,8712,8241,7822,7589,7591,3
8643,9385,9568,10192,9869,9281,3
9529,11051,11625,14307,14516,13241,3
10745,12465,14104,16502,15724,14485,3
10369,12066,13570,17018,16267,14460,3
10395,12120,13655,16997,17200,15390,3
10732,12825,14670,18060,18876,16845,3
11179,13109,15156,18964,20151,18378,3
11358,13570,15613,18735,21062,19570,3
10909,12451,14209,16650,18686,17284,3
10215,11918,12535,15668,16063,14739,1
10480,11624,12181,14763,15455,14576,1
11125,12665,13405,15184,16457,15566,1
12152,13478,14540,16272,16662,16017,1
11538,13057,13981,16431,16992,15794,1
11237,12871,13930,16530,17273,16129,1
11138,13046,14220,16003,16694,15690,1
10821,12781,13861,16955,17140,15687,1
10587,12487,13933,16705,16901,15703,1
11228,13688,14656,17086,18531,16875,1
10069,11076,12304,15918,15854,14174,1
10416,12141,13892,18245,20860,18063,5
10502,12510,14455,18666,20694,18961,5
10748,12934,15131,18982,21404,20218,5
11566,13835,16252,19519,22549,21508,5
11188,13389,15600,19042,21623,20131,5
10599,12440,14419,18277,21384,19090,5
10561,12408,14310,18496,21180,18467,5
10439,12297,14197,18481,20914,17967,5
10566,12415,14372,18678,21516,18097,5
10518,12363,14308,18530,21399,18090,5
10514,12322,14230,18575,21208,17804,5
10478,12328,14188,18271,20910,18001,5
10544,12444,14354,18385,20793,18380,5
10501,12456,14375,18675,20865,18245,5
10649,12553,14565,18794,21621,18289,5
10556,12512,14590,19021,21300,17774,5
10422,12344,14270,18463,21217,17867,5
10311,12144,13832,18138,20699,17687,5
10342,12163,14022,18234,21228,17914,5
10374,12230,14115,18459,21134,17747,5
10377,12240,14082,18382,21206,17830,5
10537,12369,14445,19116,21692,17857,5
10634,12415,14438,19006,21992,17828,5
10471,12198,14076,18668,21341,17582,5
10392,12168,14030,18244,21131,17657,5
10472,12438,14292,18963,20948,17621,5
10836,12754,14549,19021,21614,18854,5
10671,12595,14745,18639,21520,19985,5
10721,12462,14500,18284,22165,21118,5
10907,12831,14898,18596,22427,21417,5
11157,13278,15469,18924,22368,21535,5
10609,12499,14487,18032,20998,19956,5
10638,12540,14553,18302,21437,20295,5
10495,12334,14379,18310,21846,20313,5
10441,12194,14111,18326,21051,18865,5
10395,12093,13985,18079,20825,17868,5
10407,12112,13994,18165,21091,17864,5
10355,12156,14049,18360,20683,17610,5
10096,11788,13583,18015,20447,16823,5
9912,11532,13256,17716,19776,15975,5
9787,11330,12910,17128,19385,15737,5
9854,11388,13019,17231,19461,15728,5
9882,11478,13256,17717,20067,15927,5
10013,11619,13468,17805,20243,16339,5
10279,12032,13927,18317,21056,17458,5
10493,12283,14305,18715,21775,18080,5
10449,12200,14116,18741,21747,17737,5
10425,12136,13998,18721,21473,17405,5
10306,12031,13807,18542,21011,17106,5
10178,11813,13519,18379,20532,16710,5
10255,11882,13590,18405,20819,16900,5
10381,12134,13934,18506,21451,17616,5
10514,12309,14209,18639,21528,18138,5
10523,12324,14280,18694,21420,17930,5
10519,12333,14239,18700,21315,18047,5
10508,12376,14304,18595,21201,18274,5
10504,12410,14332,18723,21303,18579,5
10707,12597,14522,18886,20690,17239,5
10673,12599,14504,18826,20785,17432,5
10785,12724,14748,18753,21039,17989,5
10709,12603,14535,18848,20952,17688,5
10723,12543,14460,18615,20885,17362,5
10690,12513,14405,18595,20742,17144,5
10675,12458,14366,18450,20953,17323,5
10659,12485,14439,18344,21105,17455,5
10817,12741,14781,18823,21423,17741,5
10652,12459,14370,18384,20679,17227,5
10678,12510,14413,18466,20523,17244,5
10739,12619,14486,18930,20456,17113,5
10778,12710,14672,19023,20829,17986,5
10833,12777,14762,18768,20385,18631,5
10589,12406,14025,18024,19154,17253,5
11012,13079,15219,19401,21006,19196,5
11261,13599,15883,19330,21768,20522,5
11057,13121,15295,18948,21512,20135,5
10931,12906,15129,18836,21343,19746,5
10728,12535,14558,18187,20658,19178,5
10866,12832,14960,18517,21026,19717,5
10990,12983,15151,18791,20883,19329,5
11057,13086,15249,18695,20823,19343,5
11027,13140,15367,18816,21066,19682,5
10828,12719,14771,18367,20348,18945,5
11129,13121,15335,19022,21067,19430,5
11296,13517,15744,19349,21422,19774,5
11209,13342,15452,19084,20799,19397,5
10991,13210,15408,18999,21282,19912,5
10954,13095,15173,18757,20553,19042,5
10991,12953,15101,19028,21346,18881,5
10881,12672,14648,19361,21288,17377,5
10874,12778,14795,19210,21386,17638,5
10652,12480,14392,18797,20615,17126,5
10509,12376,14199,19112,20402,16856,5
10771,12676,14770,19393,20846,17349,5
9523,10665,11475,14847,15742,13329,5
9043,9966,10464,13271,13544,11855,5
8948,9755,10491,12941,13246,11674,5
9294,10457,11492,13949,14448,12615,5
9436,10493,11534,13924,14660,13100,5
9797,11013,12350,14460,15223,13850,5
9917,11283,12720,15049,16097,14382,5
9165,10259,11111,13932,14401,12541,5
9519,10533,11502,13639,14181,12893,5
9701,10858,12023,14017,14450,13074,5
10120,11498,12945,15387,15921,14170,5
10133,11418,12731,15256,16100,14275,5
10255,11436,12781,15038,15832,14176,5
10424,11831,13459,15903,16508,14739,5
10378,11837,13539,16385,16996,14743,5
10515,11903,13514,16511,17493,15380,3
10172,11457,12964,16423,17263,14986,3
9411,10604,11259,13467,14274,12372,3
8447,9191,9015,9477,9173,9039,3
8206,8837,8536,8210,8113,7929,3
8922,9572,9425,9693,9906,9430,3
8897,10087,10332,10567,10706,9933,3
8539,9439,9357,10092,10185,9738,3
8371,9447,8975,9839,9687,9211,3
9485,10860,11215,14459,14176,12643,3
11000,12975,14097,17672,18799,16967,3
11772,13887,15891,19642,20496,19057,3
11017,13307,15631,18622,20731,18796,3
10428,11737,13401,16347,17971,15871,3
12000,13600,15014,18052,19150,17256,1
11236,13371,14450,17816,18648,16491,1
10221,11033,12030,15915,16062,14277,1
10666,12449,13716,16423,17476,15933,1
10939,12088,13170,14877,15842,14980,1
11321,13074,14168,15991,16918,15735,1
11224,12709,13855,16337,17455,15653,1
11823,13529,14623,16401,16943,15783,1
11818,13923,15347,17457,17735,16439,1
11037,13505,14654,16177,17278,15924,1
12504,14079,15780,18102,17472,16471,1
11957,14044,15407,17251,18514,17087,1
10369,12589,13945,16223,17109,15605,1
9982,11205,12686,15881,17572,15533,1
10485,12425,14351,18686,20579,19167,5
10753,12855,14992,18876,21541,20319,5
11319,13629,16052,19464,22404,21447,5
11024,13173,15473,18975,22140,21053,5
10719,12747,14865,18468,21383,19647,5
10415,12275,14136,18103,20781,18468,5
10484,12337,14204,18122,20855,18371,5
10490,12336,14179,18498,21001,17925,5
10433,12258,14071,18345,20970,17807,5
10439,12284,14116,18430,20513,17807,5
10547,12569,14481,18679,20834,18751,5
10947,13314,15560,19273,21747,20229,5
10850,12983,15116,19111,21506,19220,5
10647,12512,14523,18788,21601,18227,5
10667,12573,14600,19057,22018,18389,5
10469,12356,14332,18765,21581,18079,5
10257,12066,13894,18168,20858,17623,5
10306,12099,13895,18295,21035,17537,5
10369,12202,14091,18729,21200,17506,5
10408,12196,14062,18446,21079,17613,5
10461,12258,14151,18460,21389,17786,5
10576,12438,14460,18851,21585,17995,5
10491,12364,14359,18736,21472,18033,5
10425,12232,14097,18792,21104,17546,5
10735,12663,14427,19374,21376,17805,5
10935,12901,14820,19422,21633,18466,5
10956,13011,15040,18871,22027,20540,5
10943,13040,15193,18850,22478,21517,5
11089,13167,15443,19124,22632,21666,5
11054,13065,15341,18864,22237,21297,5
10607,12403,14324,17891,20794,19772,5
10545,12456,14424,18003,21077,20021,5
10618,12479,14466,18215,21235,20068,5
10661,12524,14514,18435,21553,20044,5
10774,12834,14933,18755,22074,20348,5
10611,12684,14893,18646,21803,19622,5
10470,12289,14174,18431,21057,18224,5
10037,11622,13281,18029,19154,16070,5
9924,11463,13109,17650,20129,16221,5
9891,11440,13137,17417,19765,15894,5
9876,11423,13141,17773,19705,15579,5
9930,11511,13256,17934,19964,15631,5
9964,11494,13239,17432,20055,16046,5
10255,12009,13775,17884,20715,17399,5
10403,12315,14193,18683,21272,18004,5
10460,12246,14149,19029,21743,17611,5
10366,12082,13949,18760,21419,17260,5
10369,12054,13909,18735,21488,17347,5
10210,11863,13553,18375,20680,16862,5
10241,11874,13516,18229,20599,16769,5
10433,12198,14009,18521,21311,17646,5
10459,12201,14003,18368,21482,17975,5
10629,12550,14455,18781,21486,18616,5
10545,12622,14675,19214,21341,18574,5
10500,12420,14437,18849,21374,18476,5
10567,12508,14515,18923,21344,18673,5
10666,12545,14448,18571,20671,17247,5
10627,12472,14366,18659,20461,16905,5
10731,12697,14583,18731,20679,17599,5
10773,12632,14614,18855,21142,17658,5
10710,12537,14407,18559,20686,17252,5
10735,12522,14434,18568,20746,17207,5
10426,12213,13923,18264,20025,16769,5
10695,12502,14457,18525,21050,17407,5
10753,12645,14674,18780,21286,17504,5
10688,12526,14464,18681,21098,17354,5
10548,12359,14130,18459,20227,16895,5
10741,12640,14539,18968,20441,17113,5
10733,12662,14564,18943,20534,18573,5
10992,12914,14872,18869,20315,18664,5
11075,13206,15343,19529,21384,19705,5
11207,13410,15671,19188,21464,20158,5
11068,13101,15298,18989,20927,19247,5
11047,13115,15301,18983,21471,19982,5
10934,12952,15012,18804,21106,19550,5
10957,13018,15186,18953,21070,19640,5
10897,12933,15039,18746,20854,19543,5
10940,12931,15024,18828,20913,19457,5
10994,12977,15115,18796,21057,19597,5
10924,12923,15092,18757,20997,19580,5
10915,12886,14999,18552,20895,19624,5
10897,12810,14905,18617,20675,19267,5
10978,13066,15138,18731,20986,19475,5
11159,13355,15479,19049,21049,19634,5
11114,13369,15553,19257,21238,19733,5
11104,13210,15343,19028,20993,19428,5
10977,13070,15110,18759,21120,19190,5
10895,12685,14691,18900,21194,17996,5
11013,12915,15024,19292,21682,18111,5
10818,12631,14672,18772,21107,17716,5
10699,12651,14691,18875,20686,17510,5
10896,12840,14925,19289,20772,17569,5
9630,10728,11701,15255,16232,13585,5
9187,10094,10800,13650,14222,12229,5
8828,9581,10093,12428,12552,11105,5
9121,10044,10780,13468,13702,12054,5
9344,10440,11397,14052,14691,12829,5
9365,10384,11403,13800,14429,12772,5
9821,11018,12304,14436,15119,13678,5
9882,11105,12530,14754,15380,13867,5
9057,10288,11121,13740,14281,12504,5
9476,10456,11490,13495,13722,12625,5
9651,10813,11965,14254,14805,13252,5
10141,11436,12895,15328,15987,14180,5
10127,11496,12900,15376,15921,14116,5
10432,11705,13316,15295,15693,14342,5
10325,11690,13262,15945,16506,14520,5
10182,11538,12942,15887,16801,14723,3
10018,11253,12531,15833,16376,14133,3
9265,10616,11066,12910,13797,12138,3
8266,8919,8647,8535,8420,8222,3
8218,8886,8616,8405,8267,8080,3
8201,8868,8654,8503,8279,8032,3
8253,8917,8552,8344,8397,8192,3
8316,9001,8648,8362,8230,8103,3
8255,8962,8685,8447,8352,8153,3
8480,9372,9256,10304,9841,9211,3
9248,10609,11174,13397,12773,11554,3
10573,12276,13340,16534,16909,15317,3
9607,11231,11720,16546,16783,14591,3
9990,11279,12173,16369,16410,14333,3
9852,11428,12431,17243,17032,14977,1
10122,11251,11626,16322,15786,13855,1
9940,11284,11940,15033,16138,14703,1
11449,12585,14387,17142,16970,15543,1
10927,12814,13728,15177,16575,15276,1
11433,13046,14488,16872,16872,15656,1
9661,11555,12713,16231,16820,14840,1
11163,12593,13920,16267,17055,15666,1
11303,13716,15197,16853,17664,16332,1
11457,13757,14815,16590,17509,16138,1
13062,14861,16562,18748,18767,17254,1
12090,15107,16058,17863,19404,17582,1
12160,13444,14298,16943,18041,16604,1
11102,12578,13819,17220,18098,16210,1
10519,12372,14280,18704,20581,19097,5
10644,12643,14674,18752,21008,19755,5
11111,13253,15655,19233,22007,20740,5
11181,13393,15766,19151,22390,21350,5
10940,13015,15254,18753,21865,20457,5
10675,12653,14621,18287,21257,19405,5
10507,12419,14259,18120,20692,18449,5
10375,12233,13971,18263,20234,17697,5
10265,12096,13888,18432,20160,17473,5
10259,12044,13816,18394,19925,17177,5
10790,12949,14900,19045,21305,19531,5
11110,13499,15864,19549,22155,20748,5
10928,13076,15223,19029,21547,19869,5
10605,12433,14312,18656,21152,18254,5
10543,12358,14335,18946,21670,17936,5
10441,12217,14118,18925,21638,17669,5
10320,12102,13931,18342,21054,17525,5
10285,12015,13765,18215,20707,17329,5
10352,12106,13925,18465,21034,17325,5
10411,12190,14002,18401,21104,17700,5
10364,12181,14053,18459,20585,17484,5
10294,12098,13923,18381,20321,17448,5
10490,12333,14353,18785,21776,18232,5
10404,12282,14259,18868,21306,17832,5
10692,12751,14566,19304,21655,18407,5
10824,12752,14514,19228,20921,17916,5
11211,13598,15984,19510,22510,20964,5
11187,13392,15800,19284,22791,21834,5
11354,13492,15751,19380,22959,21910,5
10968,13038,15266,18947,22278,21208,5
10808,12822,14969,18316,21637,20686,5
10696,12509,14294,17767,20696,19750,5
10411,12280,14148,17857,19473,18410,5
10637,12732,14813,18548,20312,19314,5
10910,13138,15543,19206,22404,21399,5
10796,12774,14866,18767,21958,20361,5
10530,12482,14474,18545,20821,18143,5
10410,12157,13889,18321,20537,17442,5
10088,11714,13375,17550,20416,16749,5
9895,11428,13156,17187,19609,15902,5
9935,11510,13135,17466,19843,15905,5
10044,11637,13377,17892,19839,16113,5
10222,11922,13751,18079,20810,17070,5
10447,12226,14221,18968,21526,17706,5
10224,12041,13793,18548,20222,16985,5
10254,12000,13801,18564,21026,17326,5
10336,12022,13876,18493,21055,17212,5
10516,12369,14265,18897,21633,17921,5
10362,12162,14054,18789,21093,17553,5
10378,12172,13975,18498,20739,17532,5
10472,12318,14132,18788,21126,17858,5
10457,12355,14283,18712,21132,18021,5
10586,12568,14511,19384,21036,18018,5
10570,12472,14482,19111,21515,18604,5
10506,12344,14349,18932,20964,18077,5
10393,12343,14272,18876,20692,18198,5
10816,12723,14653,18608,20539,17429,5
10727,12686,14629,18896,20843,17464,5
10814,12811,14759,19219,21408,17828,5
10757,12646,14614,19073,21308,17601,5
10737,12597,14517,18806,21093,17352,5
10673,12505,14411,18681,20759,17320,5
10522,12313,14083,18510,20703,17168,5
10682,12488,14391,18494,21011,17452,5
10758,12634,14604,18823,21171,17373,5
10744,12580,14521,18847,20947,17267,5
10659,12505,14356,18495,20461,17139,5
10638,12523,14334,18639,20156,17122,5
10698,12651,14510,18895,20303,18020,5
11060,13072,15064,18935,20418,18956,5
11191,13425,15585,19106,21154,19730,5
11122,13190,15360,18901,21270,19853,5
11137,13231,15470,19181,21402,19825,5
11201,13301,15548,19169,21414,19891,5
11184,13259,15477,19070,21322,19801,5
11080,13205,15398,19140,21139,19582,5
10947,12985,15049,18771,20760,19365,5
10843,12767,14789,18539,20817,19582,5
10795,12776,14824,18557,20938,19710,5
